country,date,cases,deaths,uci,hospitalizations,cases_non_cum,deaths_non_cum,uci_non_cum,iso
Lebanon,2020-03-03,13,0,0,0,0,0,0,LBN
Lebanon,2020-03-04,13,0,0,0,0,0,0,LBN
Lebanon,2020-03-05,16,0,0,0,3,0,0,LBN
Lebanon,2020-03-06,22,0,0,0,6,0,0,LBN
Lebanon,2020-03-07,22,0,0,0,0,0,0,LBN
Lebanon,2020-03-08,32,0,0,0,10,0,0,LBN
Lebanon,2020-03-09,32,0,0,0,0,0,0,LBN
Lebanon,2020-03-10,41,1,0,0,9,1,0,LBN
Lebanon,2020-03-11,61,3,0,0,20,2,0,LBN
Lebanon,2020-03-12,61,3,0,0,0,0,0,LBN
Lebanon,2020-03-13,77,3,0,0,16,0,0,LBN
Lebanon,2020-03-14,93,3,0,0,16,0,0,LBN
Lebanon,2020-03-15,110,3,0,0,17,0,0,LBN
Lebanon,2020-03-16,99,3,0,0,-11,0,0,LBN
Lebanon,2020-03-17,120,3,0,0,21,0,0,LBN
Lebanon,2020-03-18,133,3,0,0,13,0,0,LBN
Lebanon,2020-03-19,157,4,0,0,24,1,0,LBN
Lebanon,2020-03-20,163,4,0,0,6,0,0,LBN
Lebanon,2020-03-21,187,4,0,0,24,0,0,LBN
Lebanon,2020-03-22,248,4,0,0,61,0,0,LBN
Lebanon,2020-03-23,267,4,0,0,19,0,0,LBN
Lebanon,2020-03-24,318,4,0,0,51,0,0,LBN
Lebanon,2020-03-25,333,6,0,0,15,2,0,LBN
Lebanon,2020-03-26,368,6,0,0,35,0,0,LBN
Lebanon,2020-03-27,391,8,0,0,23,2,0,LBN
Lebanon,2020-03-28,412,8,0,0,21,0,0,LBN
Lebanon,2020-03-29,438,10,0,0,26,2,0,LBN
Lebanon,2020-03-30,446,11,0,0,8,1,0,LBN
Liberia,2020-03-16,1,0,0,0,1,0,0,LBR
Liberia,2020-03-17,1,0,0,0,0,0,0,LBR
Liberia,2020-03-18,2,0,0,0,1,0,0,LBR
Liberia,2020-03-19,2,0,0,0,0,0,0,LBR
Liberia,2020-03-20,2,0,0,0,0,0,0,LBR
Liberia,2020-03-21,3,0,0,0,1,0,0,LBR
Liberia,2020-03-22,3,0,0,0,0,0,0,LBR
Liberia,2020-03-23,3,0,0,0,0,0,0,LBR
Liberia,2020-03-24,3,0,0,0,0,0,0,LBR
Liberia,2020-03-25,3,0,0,0,0,0,0,LBR
Liberia,2020-03-26,3,0,0,0,0,0,0,LBR
Liberia,2020-03-27,3,0,0,0,0,0,0,LBR
Liberia,2020-03-28,3,0,0,0,0,0,0,LBR
Liberia,2020-03-29,3,0,0,0,0,0,0,LBR
Liberia,2020-03-30,3,0,0,0,0,0,0,LBR
Libya,2020-03-24,1,0,0,0,1,0,0,LBY
Libya,2020-03-25,1,0,0,0,0,0,0,LBY
Libya,2020-03-26,1,0,0,0,0,0,0,LBY
Libya,2020-03-27,1,0,0,0,0,0,0,LBY
Libya,2020-03-28,3,0,0,0,2,0,0,LBY
Libya,2020-03-29,8,0,0,0,5,0,0,LBY
Libya,2020-03-30,8,0,0,0,0,0,0,LBY
Liechtenstein,2020-03-04,1,0,0,0,1,0,0,LIE
Liechtenstein,2020-03-05,1,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-06,1,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-07,1,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-08,1,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-09,1,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-10,1,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-11,1,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-12,1,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-13,1,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-14,4,0,0,0,3,0,0,LIE
Liechtenstein,2020-03-15,4,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-16,4,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-17,7,0,0,0,3,0,0,LIE
Liechtenstein,2020-03-18,28,0,0,0,21,0,0,LIE
Liechtenstein,2020-03-19,28,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-20,28,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-21,37,0,0,0,9,0,0,LIE
Liechtenstein,2020-03-22,37,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-23,51,0,0,0,14,0,0,LIE
Liechtenstein,2020-03-24,51,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-25,51,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-26,56,0,0,0,5,0,0,LIE
Liechtenstein,2020-03-27,56,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-28,56,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-29,56,0,0,0,0,0,0,LIE
Liechtenstein,2020-03-30,62,0,0,0,6,0,0,LIE
Lithuania,2020-02-28,1,0,0,0,1,0,0,LTU
Lithuania,2020-02-29,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-01,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-02,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-03,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-04,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-05,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-06,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-07,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-08,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-09,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-10,1,0,0,0,0,0,0,LTU
Lithuania,2020-03-11,3,0,0,0,2,0,0,LTU
Lithuania,2020-03-12,3,0,0,0,0,0,0,LTU
Lithuania,2020-03-13,6,0,0,0,3,0,0,LTU
Lithuania,2020-03-14,8,0,0,0,2,0,0,LTU
Lithuania,2020-03-15,12,0,0,0,4,0,0,LTU
Lithuania,2020-03-16,17,0,0,0,5,0,0,LTU
Lithuania,2020-03-17,25,0,0,0,8,0,0,LTU
Lithuania,2020-03-18,27,0,0,0,2,0,0,LTU
Lithuania,2020-03-19,36,0,0,0,9,0,0,LTU
Lithuania,2020-03-20,49,0,0,0,13,0,0,LTU
Lithuania,2020-03-21,83,1,0,0,34,1,0,LTU
Lithuania,2020-03-22,129,1,0,0,46,0,0,LTU
Lithuania,2020-03-23,179,1,0,0,50,0,0,LTU
Lithuania,2020-03-24,209,2,0,0,30,1,0,LTU
Lithuania,2020-03-25,274,4,0,0,65,2,0,LTU
Lithuania,2020-03-26,299,4,0,0,25,0,0,LTU
Lithuania,2020-03-27,358,5,0,0,59,1,0,LTU
Lithuania,2020-03-28,394,7,0,0,36,2,0,LTU
Lithuania,2020-03-29,460,7,0,0,66,0,0,LTU
Lithuania,2020-03-30,491,7,0,0,31,0,0,LTU
Luxembourg,2020-02-29,1,0,0,0,1,0,0,LUX
Luxembourg,2020-03-01,1,0,0,0,0,0,0,LUX
Luxembourg,2020-03-02,1,0,0,0,0,0,0,LUX
Luxembourg,2020-03-03,1,0,0,0,0,0,0,LUX
Luxembourg,2020-03-04,1,0,0,0,0,0,0,LUX
Luxembourg,2020-03-05,1,0,0,0,0,0,0,LUX
Luxembourg,2020-03-06,2,0,0,0,1,0,0,LUX
Luxembourg,2020-03-07,2,0,0,0,0,0,0,LUX
Luxembourg,2020-03-08,3,0,0,0,1,0,0,LUX
Luxembourg,2020-03-09,3,0,0,0,0,0,0,LUX
Luxembourg,2020-03-10,5,0,0,0,2,0,0,LUX
Luxembourg,2020-03-11,7,0,0,0,2,0,0,LUX
Luxembourg,2020-03-12,19,0,0,0,12,0,0,LUX
Luxembourg,2020-03-13,34,0,0,0,15,0,0,LUX
Luxembourg,2020-03-14,51,1,0,0,17,1,0,LUX
Luxembourg,2020-03-15,59,1,0,0,8,0,0,LUX
Luxembourg,2020-03-16,77,1,0,0,18,0,0,LUX
Luxembourg,2020-03-17,140,1,0,0,63,0,0,LUX
Luxembourg,2020-03-18,203,2,0,0,63,1,0,LUX
Luxembourg,2020-03-19,335,4,0,0,132,2,0,LUX
Luxembourg,2020-03-20,484,4,0,0,149,0,0,LUX
Luxembourg,2020-03-21,670,8,0,0,186,4,0,LUX
Luxembourg,2020-03-22,798,8,0,0,128,0,0,LUX
Luxembourg,2020-03-23,875,8,0,0,77,0,0,LUX
Luxembourg,2020-03-24,1099,8,0,0,224,0,0,LUX
Luxembourg,2020-03-25,1333,8,0,0,234,0,0,LUX
Luxembourg,2020-03-26,1453,9,0,0,120,1,0,LUX
Luxembourg,2020-03-27,1605,15,0,0,152,6,0,LUX
Luxembourg,2020-03-28,1831,18,0,0,226,3,0,LUX
Luxembourg,2020-03-29,1950,21,0,0,119,3,0,LUX
Luxembourg,2020-03-30,1988,22,0,0,38,1,0,LUX
Macao,2020-03-10,10,0,0,0,10,0,0,MAC
Macau,2020-01-22,1,0,0,0,1,0,0,MAC
Macau,2020-01-23,2,0,0,0,1,0,0,MAC
Macau,2020-01-24,2,0,0,0,0,0,0,MAC
Macau,2020-01-25,2,0,0,0,0,0,0,MAC
Macau,2020-01-26,5,0,0,0,3,0,0,MAC
Macau,2020-01-27,6,0,0,0,1,0,0,MAC
Macau,2020-01-28,7,0,0,0,1,0,0,MAC
Macau,2020-01-29,7,0,0,0,0,0,0,MAC
Macau,2020-01-30,7,0,0,0,0,0,0,MAC
Macau,2020-01-31,7,0,0,0,0,0,0,MAC
Macau,2020-02-01,7,0,0,0,0,0,0,MAC
Macau,2020-02-02,8,0,0,0,1,0,0,MAC
Macau,2020-02-03,8,0,0,0,0,0,0,MAC
Macau,2020-02-04,10,0,0,0,2,0,0,MAC
Macau,2020-02-05,10,0,0,0,0,0,0,MAC
Macau,2020-02-06,10,0,0,0,0,0,0,MAC
Macau,2020-02-07,10,0,0,0,0,0,0,MAC
Macau,2020-02-08,10,0,0,0,0,0,0,MAC
Macau,2020-02-09,10,0,0,0,0,0,0,MAC
Macau,2020-02-10,10,0,0,0,0,0,0,MAC
Macau,2020-02-11,10,0,0,0,0,0,0,MAC
Macau,2020-02-12,10,0,0,0,0,0,0,MAC
Macau,2020-02-13,10,0,0,0,0,0,0,MAC
Macau,2020-02-14,10,0,0,0,0,0,0,MAC
Macau,2020-02-15,10,0,0,0,0,0,0,MAC
Macau,2020-02-16,10,0,0,0,0,0,0,MAC
Macau,2020-02-17,10,0,0,0,0,0,0,MAC
Macau,2020-02-18,10,0,0,0,0,0,0,MAC
Macau,2020-02-19,10,0,0,0,0,0,0,MAC
Macau,2020-02-20,10,0,0,0,0,0,0,MAC
Macau,2020-02-21,10,0,0,0,0,0,0,MAC
Macau,2020-02-22,10,0,0,0,0,0,0,MAC
Macau,2020-02-23,10,0,0,0,0,0,0,MAC
Macau,2020-02-24,10,0,0,0,0,0,0,MAC
Macau,2020-02-25,10,0,0,0,0,0,0,MAC
Macau,2020-02-26,10,0,0,0,0,0,0,MAC
Macau,2020-02-27,10,0,0,0,0,0,0,MAC
Macau,2020-02-28,10,0,0,0,0,0,0,MAC
Macau,2020-02-29,10,0,0,0,0,0,0,MAC
Macau,2020-03-01,10,0,0,0,0,0,0,MAC
Macau,2020-03-02,10,0,0,0,0,0,0,MAC
Macau,2020-03-03,10,0,0,0,0,0,0,MAC
Macau,2020-03-04,10,0,0,0,0,0,0,MAC
Macau,2020-03-05,10,0,0,0,0,0,0,MAC
Macau,2020-03-06,10,0,0,0,0,0,0,MAC
Macau,2020-03-07,10,0,0,0,0,0,0,MAC
Macau,2020-03-08,10,0,0,0,0,0,0,MAC
Macau,2020-03-09,10,0,0,0,0,0,0,MAC
Madagascar,2020-03-20,3,0,0,0,3,0,0,MDG
Madagascar,2020-03-21,3,0,0,0,0,0,0,MDG
Madagascar,2020-03-22,3,0,0,0,0,0,0,MDG
Madagascar,2020-03-23,12,0,0,0,9,0,0,MDG
Madagascar,2020-03-24,17,0,0,0,5,0,0,MDG
Madagascar,2020-03-25,19,0,0,0,2,0,0,MDG
Madagascar,2020-03-26,23,0,0,0,4,0,0,MDG
Madagascar,2020-03-27,26,0,0,0,3,0,0,MDG
Madagascar,2020-03-28,26,0,0,0,0,0,0,MDG
Madagascar,2020-03-29,39,0,0,0,13,0,0,MDG
Madagascar,2020-03-30,43,0,0,0,4,0,0,MDG
Malaysia,2020-01-23,0,0,0,0,0,0,0,MYS
Malaysia,2020-01-25,3,0,0,0,3,0,0,MYS
Malaysia,2020-01-26,4,0,0,0,1,0,0,MYS
Malaysia,2020-01-27,4,0,0,0,0,0,0,MYS
Malaysia,2020-01-28,4,0,0,0,0,0,0,MYS
Malaysia,2020-01-29,7,0,0,0,3,0,0,MYS
Malaysia,2020-01-30,8,0,0,0,1,0,0,MYS
Malaysia,2020-01-31,8,0,0,0,0,0,0,MYS
Malaysia,2020-02-01,8,0,0,0,0,0,0,MYS
Malaysia,2020-02-02,8,0,0,0,0,0,0,MYS
Malaysia,2020-02-03,8,0,0,0,0,0,0,MYS
Malaysia,2020-02-04,10,0,0,0,2,0,0,MYS
Malaysia,2020-02-05,12,0,0,0,2,0,0,MYS
Malaysia,2020-02-06,12,0,0,0,0,0,0,MYS
Malaysia,2020-02-07,12,0,0,0,0,0,0,MYS
Malaysia,2020-02-08,16,0,0,0,4,0,0,MYS
Malaysia,2020-02-09,16,0,0,0,0,0,0,MYS
Malaysia,2020-02-10,18,0,0,0,2,0,0,MYS
Malaysia,2020-02-11,18,0,0,0,0,0,0,MYS
Malaysia,2020-02-12,18,0,0,0,0,0,0,MYS
Malaysia,2020-02-13,19,0,0,0,1,0,0,MYS
Malaysia,2020-02-14,19,0,0,0,0,0,0,MYS
Malaysia,2020-02-15,22,0,0,0,3,0,0,MYS
Malaysia,2020-02-16,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-17,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-18,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-19,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-20,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-21,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-22,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-23,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-24,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-25,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-26,22,0,0,0,0,0,0,MYS
Malaysia,2020-02-27,23,0,0,0,1,0,0,MYS
Malaysia,2020-02-28,23,0,0,0,0,0,0,MYS
Malaysia,2020-02-29,25,0,0,0,2,0,0,MYS
Malaysia,2020-03-01,29,0,0,0,4,0,0,MYS
Malaysia,2020-03-02,29,0,0,0,0,0,0,MYS
Malaysia,2020-03-03,36,0,0,0,7,0,0,MYS
Malaysia,2020-03-04,50,0,0,0,14,0,0,MYS
Malaysia,2020-03-05,50,0,0,0,0,0,0,MYS
Malaysia,2020-03-06,83,0,0,0,33,0,0,MYS
Malaysia,2020-03-07,93,0,0,0,10,0,0,MYS
Malaysia,2020-03-08,99,0,0,0,6,0,0,MYS
Malaysia,2020-03-09,117,0,0,0,18,0,0,MYS
Malaysia,2020-03-10,129,0,0,0,12,0,0,MYS
Malaysia,2020-03-11,149,0,0,0,20,0,0,MYS
Malaysia,2020-03-12,149,0,0,0,0,0,0,MYS
Malaysia,2020-03-13,197,0,0,0,48,0,0,MYS
Malaysia,2020-03-14,238,0,0,0,41,0,0,MYS
Malaysia,2020-03-15,428,0,0,0,190,0,0,MYS
Malaysia,2020-03-16,566,0,0,0,138,0,0,MYS
Malaysia,2020-03-17,673,2,0,0,107,2,0,MYS
Malaysia,2020-03-18,790,2,0,0,117,0,0,MYS
Malaysia,2020-03-19,900,2,0,0,110,0,0,MYS
Malaysia,2020-03-20,1030,3,0,0,130,1,0,MYS
Malaysia,2020-03-21,1183,4,0,0,153,1,0,MYS
Malaysia,2020-03-22,1306,10,0,0,123,6,0,MYS
Malaysia,2020-03-23,1518,14,0,0,212,4,0,MYS
Malaysia,2020-03-24,1624,16,0,0,106,2,0,MYS
Malaysia,2020-03-25,1796,20,0,0,172,4,0,MYS
Malaysia,2020-03-26,2031,23,0,0,235,3,0,MYS
Malaysia,2020-03-27,2161,26,0,0,130,3,0,MYS
Malaysia,2020-03-28,2320,27,0,0,159,1,0,MYS
Malaysia,2020-03-29,2470,35,0,0,150,8,0,MYS
Malaysia,2020-03-30,2626,37,0,0,156,2,0,MYS
Maldives,2020-03-08,4,0,0,0,4,0,0,MDV
Maldives,2020-03-09,4,0,0,0,0,0,0,MDV
Maldives,2020-03-10,6,0,0,0,2,0,0,MDV
Maldives,2020-03-11,8,0,0,0,2,0,0,MDV
Maldives,2020-03-12,8,0,0,0,0,0,0,MDV
Maldives,2020-03-13,9,0,0,0,1,0,0,MDV
Maldives,2020-03-14,10,0,0,0,1,0,0,MDV
Maldives,2020-03-15,13,0,0,0,3,0,0,MDV
Maldives,2020-03-16,13,0,0,0,0,0,0,MDV
Maldives,2020-03-17,13,0,0,0,0,0,0,MDV
Maldives,2020-03-18,13,0,0,0,0,0,0,MDV
Maldives,2020-03-19,13,0,0,0,0,0,0,MDV
Maldives,2020-03-20,13,0,0,0,0,0,0,MDV
Maldives,2020-03-21,13,0,0,0,0,0,0,MDV
Maldives,2020-03-22,13,0,0,0,0,0,0,MDV
Maldives,2020-03-23,13,0,0,0,0,0,0,MDV
Maldives,2020-03-24,13,0,0,0,0,0,0,MDV
Maldives,2020-03-25,13,0,0,0,0,0,0,MDV
Maldives,2020-03-26,13,0,0,0,0,0,0,MDV
Maldives,2020-03-27,16,0,0,0,3,0,0,MDV
Maldives,2020-03-28,16,0,0,0,0,0,0,MDV
Maldives,2020-03-29,17,0,0,0,1,0,0,MDV
Maldives,2020-03-30,17,0,0,0,0,0,0,MDV
Mali,2020-03-25,2,0,0,0,2,0,0,MLI
Mali,2020-03-26,4,0,0,0,2,0,0,MLI
Mali,2020-03-27,11,0,0,0,7,0,0,MLI
Mali,2020-03-28,18,0,0,0,7,0,0,MLI
Mali,2020-03-29,18,1,0,0,0,1,0,MLI
Mali,2020-03-30,25,2,0,0,7,1,0,MLI
Malta,2020-03-07,3,0,0,0,3,0,0,MLT
Malta,2020-03-08,3,0,0,0,0,0,0,MLT
Malta,2020-03-09,3,0,0,0,0,0,0,MLT
Malta,2020-03-10,5,0,0,0,2,0,0,MLT
Malta,2020-03-11,6,0,0,0,1,0,0,MLT
Malta,2020-03-12,6,0,0,0,0,0,0,MLT
Malta,2020-03-13,12,0,0,0,6,0,0,MLT
Malta,2020-03-14,18,0,0,0,6,0,0,MLT
Malta,2020-03-15,21,0,0,0,3,0,0,MLT
Malta,2020-03-16,30,0,0,0,9,0,0,MLT
Malta,2020-03-17,38,0,0,0,8,0,0,MLT
Malta,2020-03-18,38,0,0,0,0,0,0,MLT
Malta,2020-03-19,53,0,0,0,15,0,0,MLT
Malta,2020-03-20,64,0,0,0,11,0,0,MLT
Malta,2020-03-21,73,0,0,0,9,0,0,MLT
Malta,2020-03-22,90,0,0,0,17,0,0,MLT
Malta,2020-03-23,107,0,0,0,17,0,0,MLT
Malta,2020-03-24,110,0,0,0,3,0,0,MLT
Malta,2020-03-25,129,0,0,0,19,0,0,MLT
Malta,2020-03-26,134,0,0,0,5,0,0,MLT
Malta,2020-03-27,139,0,0,0,5,0,0,MLT
Malta,2020-03-28,149,0,0,0,10,0,0,MLT
Malta,2020-03-29,151,0,0,0,2,0,0,MLT
Malta,2020-03-30,156,0,0,0,5,0,0,MLT
Martinique,2020-03-07,2,0,0,0,2,0,0,MTQ
Martinique,2020-03-08,2,0,0,0,0,0,0,MTQ
Martinique,2020-03-09,2,0,0,0,0,0,0,MTQ
Martinique,2020-03-10,2,0,0,0,0,0,0,MTQ
Martinique,2020-03-11,3,0,0,0,1,0,0,MTQ
Martinique,2020-03-12,3,0,0,0,0,0,0,MTQ
Martinique,2020-03-13,3,0,0,0,0,0,0,MTQ
Martinique,2020-03-14,9,0,0,0,6,0,0,MTQ
Martinique,2020-03-15,9,0,0,0,0,0,0,MTQ
Martinique,2020-03-16,15,1,0,0,6,1,0,MTQ
Martinique,2020-03-17,16,1,0,0,1,0,0,MTQ
Martinique,2020-03-18,19,1,0,0,3,0,0,MTQ
Martinique,2020-03-19,23,1,0,0,4,0,0,MTQ
Martinique,2020-03-20,32,1,0,0,9,0,0,MTQ
Martinique,2020-03-21,32,1,0,0,0,0,0,MTQ
Mauritania,2020-03-14,1,0,0,0,1,0,0,MRT
Mauritania,2020-03-15,1,0,0,0,0,0,0,MRT
Mauritania,2020-03-16,1,0,0,0,0,0,0,MRT
Mauritania,2020-03-17,1,0,0,0,0,0,0,MRT
Mauritania,2020-03-18,1,0,0,0,0,0,0,MRT
Mauritania,2020-03-19,2,0,0,0,1,0,0,MRT
Mauritania,2020-03-20,2,0,0,0,0,0,0,MRT
Mauritania,2020-03-21,2,0,0,0,0,0,0,MRT
Mauritania,2020-03-22,2,0,0,0,0,0,0,MRT
Mauritania,2020-03-23,2,0,0,0,0,0,0,MRT
Mauritania,2020-03-24,2,0,0,0,0,0,0,MRT
Mauritania,2020-03-25,2,0,0,0,0,0,0,MRT
Mauritania,2020-03-26,3,0,0,0,1,0,0,MRT
Mauritania,2020-03-27,3,0,0,0,0,0,0,MRT
Mauritania,2020-03-28,5,0,0,0,2,0,0,MRT
Mauritania,2020-03-29,5,0,0,0,0,0,0,MRT
Mauritania,2020-03-30,5,1,0,0,0,1,0,MRT
Mauritius,2020-03-18,3,0,0,0,3,0,0,MUS
Mauritius,2020-03-19,3,0,0,0,0,0,0,MUS
Mauritius,2020-03-20,12,0,0,0,9,0,0,MUS
Mauritius,2020-03-21,14,1,0,0,2,1,0,MUS
Mauritius,2020-03-22,28,2,0,0,14,1,0,MUS
Mauritius,2020-03-23,36,2,0,0,8,0,0,MUS
Mauritius,2020-03-24,42,2,0,0,6,0,0,MUS
Mauritius,2020-03-25,48,2,0,0,6,0,0,MUS
Mauritius,2020-03-26,81,2,0,0,33,0,0,MUS
Mauritius,2020-03-27,94,2,0,0,13,0,0,MUS
Mauritius,2020-03-28,102,2,0,0,8,0,0,MUS
Mauritius,2020-03-29,107,3,0,0,5,1,0,MUS
Mauritius,2020-03-30,128,3,0,0,21,0,0,MUS
Mayotte,2020-03-16,1,0,0,0,1,0,0,MYT
Mayotte,2020-03-17,1,0,0,0,0,0,0,MYT
Mayotte,2020-03-18,3,0,0,0,2,0,0,MYT
Mayotte,2020-03-19,3,0,0,0,0,0,0,MYT
Mayotte,2020-03-20,6,0,0,0,3,0,0,MYT
Mayotte,2020-03-21,7,0,0,0,1,0,0,MYT
Mexico,2020-01-23,0,0,0,0,0,0,0,MEX
Mexico,2020-02-28,1,0,0,0,1,0,0,MEX
Mexico,2020-02-29,4,0,0,0,3,0,0,MEX
Mexico,2020-03-01,5,0,0,0,1,0,0,MEX
Mexico,2020-03-02,5,0,0,0,0,0,0,MEX
Mexico,2020-03-03,5,0,0,0,0,0,0,MEX
Mexico,2020-03-04,5,0,0,0,0,0,0,MEX
Mexico,2020-03-05,5,0,0,0,0,0,0,MEX
Mexico,2020-03-06,6,0,0,0,1,0,0,MEX
Mexico,2020-03-07,6,0,0,0,0,0,0,MEX
Mexico,2020-03-08,7,0,0,0,1,0,0,MEX
Mexico,2020-03-09,7,0,0,0,0,0,0,MEX
Mexico,2020-03-10,7,0,0,0,0,0,0,MEX
Mexico,2020-03-11,8,0,0,0,1,0,0,MEX
Mexico,2020-03-12,12,0,0,0,4,0,0,MEX
Mexico,2020-03-13,12,0,0,0,0,0,0,MEX
Mexico,2020-03-14,26,0,0,0,14,0,0,MEX
Mexico,2020-03-15,41,0,0,0,15,0,0,MEX
Mexico,2020-03-16,53,0,0,0,12,0,0,MEX
Mexico,2020-03-17,82,0,0,0,29,0,0,MEX
Mexico,2020-03-18,93,0,0,0,11,0,0,MEX
Mexico,2020-03-19,118,1,0,0,25,1,0,MEX
Mexico,2020-03-20,164,1,0,0,46,0,0,MEX
Mexico,2020-03-21,203,2,0,0,39,1,0,MEX
Mexico,2020-03-22,251,2,0,0,48,0,0,MEX
Mexico,2020-03-23,316,3,0,0,65,1,0,MEX
Mexico,2020-03-24,367,4,0,0,51,1,0,MEX
Mexico,2020-03-25,405,5,0,0,38,1,0,MEX
Mexico,2020-03-26,475,6,0,0,70,1,0,MEX
Mexico,2020-03-27,585,8,0,0,110,2,0,MEX
Mexico,2020-03-28,717,12,0,0,132,4,0,MEX
Mexico,2020-03-29,848,16,0,0,131,4,0,MEX
Mexico,2020-03-30,993,20,0,0,145,4,0,MEX
Moldova,2020-03-08,1,0,0,0,1,0,0,MDA
Moldova,2020-03-09,1,0,0,0,0,0,0,MDA
Moldova,2020-03-10,3,0,0,0,2,0,0,MDA
Moldova,2020-03-11,3,0,0,0,0,0,0,MDA
Moldova,2020-03-12,3,0,0,0,0,0,0,MDA
Moldova,2020-03-13,6,0,0,0,3,0,0,MDA
Moldova,2020-03-14,12,0,0,0,6,0,0,MDA
Moldova,2020-03-15,23,0,0,0,11,0,0,MDA
Moldova,2020-03-16,23,0,0,0,0,0,0,MDA
Moldova,2020-03-17,30,0,0,0,7,0,0,MDA
Moldova,2020-03-18,30,1,0,0,0,1,0,MDA
Moldova,2020-03-19,49,1,0,0,19,0,0,MDA
Moldova,2020-03-20,66,1,0,0,17,0,0,MDA
Moldova,2020-03-21,80,1,0,0,14,0,0,MDA
Moldova,2020-03-22,94,1,0,0,14,0,0,MDA
Moldova,2020-03-23,109,1,0,0,15,0,0,MDA
Moldova,2020-03-24,125,1,0,0,16,0,0,MDA
Moldova,2020-03-25,149,1,0,0,24,0,0,MDA
Moldova,2020-03-26,177,1,0,0,28,0,0,MDA
Moldova,2020-03-27,199,2,0,0,22,1,0,MDA
Moldova,2020-03-28,231,2,0,0,32,0,0,MDA
Moldova,2020-03-29,263,2,0,0,32,0,0,MDA
Moldova,2020-03-30,298,2,0,0,35,0,0,MDA
Monaco,2020-02-29,1,0,0,0,1,0,0,MCO
Monaco,2020-03-01,1,0,0,0,0,0,0,MCO
Monaco,2020-03-02,1,0,0,0,0,0,0,MCO
Monaco,2020-03-03,1,0,0,0,0,0,0,MCO
Monaco,2020-03-04,1,0,0,0,0,0,0,MCO
Monaco,2020-03-05,1,0,0,0,0,0,0,MCO
Monaco,2020-03-06,1,0,0,0,0,0,0,MCO
Monaco,2020-03-07,1,0,0,0,0,0,0,MCO
Monaco,2020-03-08,1,0,0,0,0,0,0,MCO
Monaco,2020-03-09,1,0,0,0,0,0,0,MCO
Monaco,2020-03-10,1,0,0,0,0,0,0,MCO
Monaco,2020-03-11,1,0,0,0,0,0,0,MCO
Monaco,2020-03-12,2,0,0,0,1,0,0,MCO
Monaco,2020-03-13,2,0,0,0,0,0,0,MCO
Monaco,2020-03-14,2,0,0,0,0,0,0,MCO
Monaco,2020-03-15,2,0,0,0,0,0,0,MCO
Monaco,2020-03-16,7,0,0,0,5,0,0,MCO
Monaco,2020-03-17,7,0,0,0,0,0,0,MCO
Monaco,2020-03-18,7,0,0,0,0,0,0,MCO
Monaco,2020-03-19,7,0,0,0,0,0,0,MCO
Monaco,2020-03-20,11,0,0,0,4,0,0,MCO
Monaco,2020-03-21,11,0,0,0,0,0,0,MCO
Monaco,2020-03-22,23,0,0,0,12,0,0,MCO
Monaco,2020-03-23,23,0,0,0,0,0,0,MCO
Monaco,2020-03-24,23,0,0,0,0,0,0,MCO
Monaco,2020-03-25,31,0,0,0,8,0,0,MCO
Monaco,2020-03-26,33,0,0,0,2,0,0,MCO
Monaco,2020-03-27,42,0,0,0,9,0,0,MCO
Monaco,2020-03-28,42,0,0,0,0,0,0,MCO
