"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1962-04","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1962-04","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","24000","","","t","0"
"1962-07","Canada","2016A000011124","Persons","249","units ","0","v1","1","18614000","","","","0"
"1962-07","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","469000","","","","0"
"1962-07","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","107000","","","","0"
"1962-07","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","746000","","","","0"
"1962-07","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","605000","","","","0"
"1962-07","Quebec","2016A000224","Persons","249","units ","0","v11","6","5381000","","","","0"
"1962-07","Ontario","2016A000235","Persons","249","units ","0","v12","7","6362000","","","","0"
"1962-07","Manitoba","2016A000246","Persons","249","units ","0","v13","8","937000","","","","0"
"1962-07","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","931000","","","","0"
"1962-07","Alberta","2016A000248","Persons","249","units ","0","v15","10","1373000","","","","0"
"1962-07","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1663000","","","","0"
"1962-07","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1962-07","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","25000","","","t","0"
"1962-10","Canada","2016A000011124","Persons","249","units ","0","v1","1","18708000","","","","0"
"1962-10","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","471000","","","","0"
"1962-10","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","107000","","","","0"
"1962-10","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","748000","","","","0"
"1962-10","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","607000","","","","0"
"1962-10","Quebec","2016A000224","Persons","249","units ","0","v11","6","5413000","","","","0"
"1962-10","Ontario","2016A000235","Persons","249","units ","0","v12","7","6395000","","","","0"
"1962-10","Manitoba","2016A000246","Persons","249","units ","0","v13","8","940000","","","","0"
"1962-10","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","931000","","","","0"
"1962-10","Alberta","2016A000248","Persons","249","units ","0","v15","10","1382000","","","","0"
"1962-10","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1674000","","","","0"
"1962-10","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1962-10","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","25000","","","t","0"
"1963-01","Canada","2016A000011124","Persons","249","units ","0","v1","1","18787000","","","","0"
"1963-01","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","473000","","","","0"
"1963-01","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","107000","","","","0"
"1963-01","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","747000","","","","0"
"1963-01","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","607000","","","","0"
"1963-01","Quebec","2016A000224","Persons","249","units ","0","v11","6","5437000","","","","0"
"1963-01","Ontario","2016A000235","Persons","249","units ","0","v12","7","6427000","","","","0"
"1963-01","Manitoba","2016A000246","Persons","249","units ","0","v13","8","944000","","","","0"
"1963-01","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","928000","","","","0"
"1963-01","Alberta","2016A000248","Persons","249","units ","0","v15","10","1391000","","","","0"
"1963-01","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1686000","","","","0"
"1963-01","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1963-01","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","25000","","","t","0"
"1963-04","Canada","2016A000011124","Persons","249","units ","0","v1","1","18864000","","","","0"
"1963-04","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","474000","","","","0"
"1963-04","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","108000","","","","0"
"1963-04","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","749000","","","","0"
"1963-04","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","608000","","","","0"
"1963-04","Quebec","2016A000224","Persons","249","units ","0","v11","6","5461000","","","","0"
"1963-04","Ontario","2016A000235","Persons","249","units ","0","v12","7","6455000","","","","0"
"1963-04","Manitoba","2016A000246","Persons","249","units ","0","v13","8","947000","","","","0"
"1963-04","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","930000","","","","0"
"1963-04","Alberta","2016A000248","Persons","249","units ","0","v15","10","1398000","","","","0"
"1963-04","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1694000","","","","0"
"1963-04","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1963-04","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","25000","","","t","0"
"1963-07","Canada","2016A000011124","Persons","249","units ","0","v1","1","18964000","","","","0"
"1963-07","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","477000","","","","0"
"1963-07","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","108000","","","","0"
"1963-07","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","751000","","","","0"
"1963-07","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","609000","","","","0"
"1963-07","Quebec","2016A000224","Persons","249","units ","0","v11","6","5489000","","","","0"
"1963-07","Ontario","2016A000235","Persons","249","units ","0","v12","7","6497000","","","","0"
"1963-07","Manitoba","2016A000246","Persons","249","units ","0","v13","8","950000","","","","0"
"1963-07","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","933000","","","","0"
"1963-07","Alberta","2016A000248","Persons","249","units ","0","v15","10","1407000","","","","0"
"1963-07","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1702000","","","","0"
"1963-07","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1963-07","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","26000","","","t","0"
"1963-10","Canada","2016A000011124","Persons","249","units ","0","v1","1","19061000","","","","0"
"1963-10","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","479000","","","","0"
"1963-10","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1963-10","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","752000","","","","0"
"1963-10","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","609000","","","","0"
"1963-10","Quebec","2016A000224","Persons","249","units ","0","v11","6","5518000","","","","0"
"1963-10","Ontario","2016A000235","Persons","249","units ","0","v12","7","6535000","","","","0"
"1963-10","Manitoba","2016A000246","Persons","249","units ","0","v13","8","953000","","","","0"
"1963-10","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","935000","","","","0"
"1963-10","Alberta","2016A000248","Persons","249","units ","0","v15","10","1414000","","","","0"
"1963-10","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1716000","","","","0"
"1963-10","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1963-10","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","26000","","","t","0"
"1964-01","Canada","2016A000011124","Persons","249","units ","0","v1","1","19142000","","","","0"
"1964-01","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","480000","","","","0"
"1964-01","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1964-01","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","752000","","","","0"
"1964-01","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","609000","","","","0"
"1964-01","Quebec","2016A000224","Persons","249","units ","0","v11","6","5541000","","","","0"
"1964-01","Ontario","2016A000235","Persons","249","units ","0","v12","7","6572000","","","","0"
"1964-01","Manitoba","2016A000246","Persons","249","units ","0","v13","8","955000","","","","0"
"1964-01","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","936000","","","","0"
"1964-01","Alberta","2016A000248","Persons","249","units ","0","v15","10","1419000","","","","0"
"1964-01","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1728000","","","","0"
"1964-01","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1964-01","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","26000","","","t","0"
"1964-04","Canada","2016A000011124","Persons","249","units ","0","v1","1","19222000","","","","0"
"1964-04","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","482000","","","","0"
"1964-04","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1964-04","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","753000","","","","0"
"1964-04","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","610000","","","","0"
"1964-04","Quebec","2016A000224","Persons","249","units ","0","v11","6","5566000","","","","0"
"1964-04","Ontario","2016A000235","Persons","249","units ","0","v12","7","6602000","","","","0"
"1964-04","Manitoba","2016A000246","Persons","249","units ","0","v13","8","957000","","","","0"
"1964-04","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","939000","","","","0"
"1964-04","Alberta","2016A000248","Persons","249","units ","0","v15","10","1425000","","","","0"
"1964-04","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1737000","","","","0"
"1964-04","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1964-04","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","27000","","","t","0"
"1964-07","Canada","2016A000011124","Persons","249","units ","0","v1","1","19325000","","","","0"
"1964-07","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","484000","","","","0"
"1964-07","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1964-07","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","755000","","","","0"
"1964-07","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","612000","","","","0"
"1964-07","Quebec","2016A000224","Persons","249","units ","0","v11","6","5593000","","","","0"
"1964-07","Ontario","2016A000235","Persons","249","units ","0","v12","7","6646000","","","","0"
"1964-07","Manitoba","2016A000246","Persons","249","units ","0","v13","8","960000","","","","0"
"1964-07","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","943000","","","","0"
"1964-07","Alberta","2016A000248","Persons","249","units ","0","v15","10","1431000","","","","0"
"1964-07","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1750000","","","","0"
"1964-07","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1964-07","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","27000","","","t","0"
"1964-10","Canada","2016A000011124","Persons","249","units ","0","v1","1","19420000","","","","0"
"1964-10","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","485000","","","","0"
"1964-10","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1964-10","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","756000","","","","0"
"1964-10","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","612000","","","","0"
"1964-10","Quebec","2016A000224","Persons","249","units ","0","v11","6","5621000","","","","0"
"1964-10","Ontario","2016A000235","Persons","249","units ","0","v12","7","6687000","","","","0"
"1964-10","Manitoba","2016A000246","Persons","249","units ","0","v13","8","961000","","","","0"
"1964-10","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","946000","","","","0"
"1964-10","Alberta","2016A000248","Persons","249","units ","0","v15","10","1436000","","","","0"
"1964-10","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1765000","","","","0"
"1964-10","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1964-10","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","27000","","","t","0"
"1965-01","Canada","2016A000011124","Persons","249","units ","0","v1","1","19501000","","","","0"
"1965-01","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","485000","","","","0"
"1965-01","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1965-01","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","755000","","","","0"
"1965-01","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","613000","","","","0"
"1965-01","Quebec","2016A000224","Persons","249","units ","0","v11","6","5644000","","","","0"
"1965-01","Ontario","2016A000235","Persons","249","units ","0","v12","7","6723000","","","","0"
"1965-01","Manitoba","2016A000246","Persons","249","units ","0","v13","8","962000","","","","0"
"1965-01","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","946000","","","","0"
"1965-01","Alberta","2016A000248","Persons","249","units ","0","v15","10","1443000","","","","0"
"1965-01","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1779000","","","","0"
"1965-01","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1965-01","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","27000","","","t","0"
"1965-04","Canada","2016A000011124","Persons","249","units ","0","v1","1","19578000","","","","0"
"1965-04","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","486000","","","","0"
"1965-04","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1965-04","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","754000","","","","0"
"1965-04","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","614000","","","","0"
"1965-04","Quebec","2016A000224","Persons","249","units ","0","v11","6","5668000","","","","0"
"1965-04","Ontario","2016A000235","Persons","249","units ","0","v12","7","6758000","","","","0"
"1965-04","Manitoba","2016A000246","Persons","249","units ","0","v13","8","964000","","","","0"
"1965-04","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","948000","","","","0"
"1965-04","Alberta","2016A000248","Persons","249","units ","0","v15","10","1445000","","","","0"
"1965-04","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1790000","","","","0"
"1965-04","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1965-04","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","27000","","","t","0"
"1965-07","Canada","2016A000011124","Persons","249","units ","0","v1","1","19678000","","","","0"
"1965-07","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","488000","","","","0"
"1965-07","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1965-07","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","756000","","","","0"
"1965-07","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","615000","","","","0"
"1965-07","Quebec","2016A000224","Persons","249","units ","0","v11","6","5694000","","","","0"
"1965-07","Ontario","2016A000235","Persons","249","units ","0","v12","7","6803000","","","","0"
"1965-07","Manitoba","2016A000246","Persons","249","units ","0","v13","8","965000","","","","0"
"1965-07","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","951000","","","","0"
"1965-07","Alberta","2016A000248","Persons","249","units ","0","v15","10","1451000","","","","0"
"1965-07","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1804000","","","","0"
"1965-07","Yukon","2016A000260","Persons","249","units ","0","v4","12","14000","","","","0"
"1965-07","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","28000","","","t","0"
"1965-10","Canada","2016A000011124","Persons","249","units ","0","v1","1","19777000","","","","0"
"1965-10","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","489000","","","","0"
"1965-10","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1965-10","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","755000","","","","0"
"1965-10","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","616000","","","","0"
"1965-10","Quebec","2016A000224","Persons","249","units ","0","v11","6","5720000","","","","0"
"1965-10","Ontario","2016A000235","Persons","249","units ","0","v12","7","6849000","","","","0"
"1965-10","Manitoba","2016A000246","Persons","249","units ","0","v13","8","963000","","","","0"
"1965-10","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","953000","","","","0"
"1965-10","Alberta","2016A000248","Persons","249","units ","0","v15","10","1453000","","","","0"
"1965-10","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1827000","","","","0"
"1965-10","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1965-10","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","28000","","","t","0"
"1966-01","Canada","2016A000011124","Persons","249","units ","0","v1","1","19857000","","","","0"
"1966-01","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","490000","","","","0"
"1966-01","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","108000","","","","0"
"1966-01","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","754000","","","","0"
"1966-01","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","616000","","","","0"
"1966-01","Quebec","2016A000224","Persons","249","units ","0","v11","6","5740000","","","","0"
"1966-01","Ontario","2016A000235","Persons","249","units ","0","v12","7","6888000","","","","0"
"1966-01","Manitoba","2016A000246","Persons","249","units ","0","v13","8","962000","","","","0"
"1966-01","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","952000","","","","0"
"1966-01","Alberta","2016A000248","Persons","249","units ","0","v15","10","1456000","","","","0"
"1966-01","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1848000","","","","0"
"1966-01","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1966-01","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","28000","","","t","0"
"1966-04","Canada","2016A000011124","Persons","249","units ","0","v1","1","19939000","","","","0"
"1966-04","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","492000","","","","0"
"1966-04","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","108000","","","","0"
"1966-04","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","755000","","","","0"
"1966-04","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","616000","","","","0"
"1966-04","Quebec","2016A000224","Persons","249","units ","0","v11","6","5762000","","","","0"
"1966-04","Ontario","2016A000235","Persons","249","units ","0","v12","7","6926000","","","","0"
"1966-04","Manitoba","2016A000246","Persons","249","units ","0","v13","8","963000","","","","0"
"1966-04","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","954000","","","","0"
"1966-04","Alberta","2016A000248","Persons","249","units ","0","v15","10","1459000","","","","0"
"1966-04","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1862000","","","","0"
"1966-04","Yukon","2016A000260","Persons","249","units ","0","v4","12","14000","","","","0"
"1966-04","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","28000","","","t","0"
"1966-07","Canada","2016A000011124","Persons","249","units ","0","v1","1","20048000","","","","0"
"1966-07","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","494000","","","","0"
"1966-07","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1966-07","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","757000","","","","0"
"1966-07","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","617000","","","","0"
"1966-07","Quebec","2016A000224","Persons","249","units ","0","v11","6","5787000","","","","0"
"1966-07","Ontario","2016A000235","Persons","249","units ","0","v12","7","6977000","","","","0"
"1966-07","Manitoba","2016A000246","Persons","249","units ","0","v13","8","963000","","","","0"
"1966-07","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","956000","","","","0"
"1966-07","Alberta","2016A000248","Persons","249","units ","0","v15","10","1465000","","","","0"
"1966-07","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1880000","","","","0"
"1966-07","Yukon","2016A000260","Persons","249","units ","0","v4","12","14000","","","","0"
"1966-07","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","29000","","","t","0"
"1966-10","Canada","2016A000011124","Persons","249","units ","0","v1","1","20146000","","","","0"
"1966-10","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","496000","","","","0"
"1966-10","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1966-10","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","756000","","","","0"
"1966-10","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","617000","","","","0"
"1966-10","Quebec","2016A000224","Persons","249","units ","0","v11","6","5808000","","","","0"
"1966-10","Ontario","2016A000235","Persons","249","units ","0","v12","7","7025000","","","","0"
"1966-10","Manitoba","2016A000246","Persons","249","units ","0","v13","8","959000","","","","0"
"1966-10","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","957000","","","","0"
"1966-10","Alberta","2016A000248","Persons","249","units ","0","v15","10","1470000","","","","0"
"1966-10","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1905000","","","","0"
"1966-10","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1966-10","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","29000","","","t","0"
"1967-01","Canada","2016A000011124","Persons","249","units ","0","v1","1","20228000","","","","0"
"1967-01","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","496000","","","","0"
"1967-01","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1967-01","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","757000","","","","0"
"1967-01","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","618000","","","","0"
"1967-01","Quebec","2016A000224","Persons","249","units ","0","v11","6","5826000","","","","0"
"1967-01","Ontario","2016A000235","Persons","249","units ","0","v12","7","7063000","","","","0"
"1967-01","Manitoba","2016A000246","Persons","249","units ","0","v13","8","958000","","","","0"
"1967-01","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","955000","","","","0"
"1967-01","Alberta","2016A000248","Persons","249","units ","0","v15","10","1476000","","","","0"
"1967-01","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1926000","","","","0"
"1967-01","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1967-01","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","29000","","","t","0"
"1967-04","Canada","2016A000011124","Persons","249","units ","0","v1","1","20306000","","","","0"
"1967-04","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","498000","","","","0"
"1967-04","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1967-04","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","758000","","","","0"
"1967-04","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","619000","","","","0"
"1967-04","Quebec","2016A000224","Persons","249","units ","0","v11","6","5846000","","","","0"
"1967-04","Ontario","2016A000235","Persons","249","units ","0","v12","7","7096000","","","","0"
"1967-04","Manitoba","2016A000246","Persons","249","units ","0","v13","8","961000","","","","0"
"1967-04","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","955000","","","","0"
"1967-04","Alberta","2016A000248","Persons","249","units ","0","v15","10","1483000","","","","0"
"1967-04","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1937000","","","","0"
"1967-04","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1967-04","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","29000","","","t","0"
"1967-07","Canada","2016A000011124","Persons","249","units ","0","v1","1","20412000","","","","0"
"1967-07","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","500000","","","","0"
"1967-07","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1967-07","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","761000","","","","0"
"1967-07","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","621000","","","","0"
"1967-07","Quebec","2016A000224","Persons","249","units ","0","v11","6","5870000","","","","0"
"1967-07","Ontario","2016A000235","Persons","249","units ","0","v12","7","7142000","","","","0"
"1967-07","Manitoba","2016A000246","Persons","249","units ","0","v13","8","964000","","","","0"
"1967-07","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","958000","","","","0"
"1967-07","Alberta","2016A000248","Persons","249","units ","0","v15","10","1493000","","","","0"
"1967-07","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1950000","","","","0"
"1967-07","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1967-07","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","29000","","","t","0"
"1967-10","Canada","2016A000011124","Persons","249","units ","0","v1","1","20509000","","","","0"
"1967-10","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","502000","","","","0"
"1967-10","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","109000","","","","0"
"1967-10","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","762000","","","","0"
"1967-10","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","622000","","","","0"
"1967-10","Quebec","2016A000224","Persons","249","units ","0","v11","6","5888000","","","","0"
"1967-10","Ontario","2016A000235","Persons","249","units ","0","v12","7","7186000","","","","0"
"1967-10","Manitoba","2016A000246","Persons","249","units ","0","v13","8","966000","","","","0"
"1967-10","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","959000","","","","0"
"1967-10","Alberta","2016A000248","Persons","249","units ","0","v15","10","1501000","","","","0"
"1967-10","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1970000","","","","0"
"1967-10","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1967-10","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","29000","","","t","0"
"1968-01","Canada","2016A000011124","Persons","249","units ","0","v1","1","20581000","","","","0"
"1968-01","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","503000","","","","0"
"1968-01","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","110000","","","","0"
"1968-01","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","764000","","","","0"
"1968-01","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","623000","","","","0"
"1968-01","Quebec","2016A000224","Persons","249","units ","0","v11","6","5902000","","","","0"
"1968-01","Ontario","2016A000235","Persons","249","units ","0","v12","7","7213000","","","","0"
"1968-01","Manitoba","2016A000246","Persons","249","units ","0","v13","8","966000","","","","0"
"1968-01","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","957000","","","","0"
"1968-01","Alberta","2016A000248","Persons","249","units ","0","v15","10","1510000","","","","0"
"1968-01","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1988000","","","","0"
"1968-01","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
"1968-01","Northwest Territories including Nunavut","","Persons","249","units ","0","v5","13","30000","","","t","0"
"1968-04","Canada","2016A000011124","Persons","249","units ","0","v1","1","20644000","","","","0"
"1968-04","Newfoundland and Labrador","2016A000210","Persons","249","units ","0","v2","2","505000","","","","0"
"1968-04","Prince Edward Island","2016A000211","Persons","249","units ","0","v8","3","110000","","","","0"
"1968-04","Nova Scotia","2016A000212","Persons","249","units ","0","v9","4","765000","","","","0"
"1968-04","New Brunswick","2016A000213","Persons","249","units ","0","v10","5","624000","","","","0"
"1968-04","Quebec","2016A000224","Persons","249","units ","0","v11","6","5916000","","","","0"
"1968-04","Ontario","2016A000235","Persons","249","units ","0","v12","7","7238000","","","","0"
"1968-04","Manitoba","2016A000246","Persons","249","units ","0","v13","8","968000","","","","0"
"1968-04","Saskatchewan","2016A000247","Persons","249","units ","0","v14","9","959000","","","","0"
"1968-04","Alberta","2016A000248","Persons","249","units ","0","v15","10","1518000","","","","0"
"1968-04","British Columbia","2016A000259","Persons","249","units ","0","v3","11","1996000","","","","0"
"1968-04","Yukon","2016A000260","Persons","249","units ","0","v4","12","15000","","","","0"
